original_title,adult,belongs_to_collection,budget,genres,homepage,id,imdb_id,original_language,overview,popularity,poster_path,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,video,vote_average,vote_count,Gross Revenue,Unnamed: 2
The Black Cat,FALSE,,0,"[{'id': 27, 'name': 'Horror'}]",,26503,tt0080440,en,An American photographer (Mimsy Farmer) and a Scotland Yard inspector (David Warbeck) suspect a man's (Patrick Magee) cat of murder.,7.551234,/sjvWSwwkhd2Ug4unXYJJmV3S1Eb.jpg,"[{'name': 'Italian International Film', 'id': 1429}, {'name': 'Selenia Cinematografica', 'id': 11398}]","[{'iso_3166_1': 'IT', 'name': 'Italy'}]",4/4/1981,0,92,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'it', 'name': 'Italiano'}]",Released,When you hear this cat breathing down your neck… start praying… before you finish your Amen… you're dead!,The Black Cat,FALSE,5.7,17,$152.00 ,
The Book of Life,FALSE,,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 14, 'name': 'Fantasy'}]",,23522,tt0167059,en,"The end of the millenium has taken on a certain significance in modern day prophecies. What happens if Jesus Christ has second thoughts about the Apocalypse? It is December 31, 1999 and New Year's Eve takes on new meaning when the Devil, Jesus Christ, and Christ's assistant Magdelina discuss and debate the end of the world, the opening of the seven seals, and the essence of being human.",0.684968,/3fH8Md4Sjk1opX5YcBAUZDvM3v7.jpg,"[{'name': 'Haut et Court', 'id': 726}, {'name': 'La Sept-Arte', 'id': 11332}, {'name': 'True Fiction Pictures', 'id': 37909}]","[{'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",8/22/1998,0,63,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,The Book of Life,FALSE,6.9,9,$0.00 ,
The Book of Life,FALSE,,50000000,"[{'id': 10749, 'name': 'Romance'}, {'id': 16, 'name': 'Animation'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]",http://www.bookoflifemovie.com/,228326,tt2262227,en,"The journey of Manolo, a young man who is torn between fulfilling the expectations of his family and following his heart. Before choosing which path to follow, he embarks on an incredible adventure that spans three fantastical worlds where he must face his greatest fears.",10.337994,/5B4lKHSQAtT1FSEfbjJkQ8ylxAY.jpg,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}, {'name': 'Reel FX Creative Studios', 'id': 2787}, {'name': 'Twentieth Century Fox Animation', 'id': 11749}, {'name': 'Chatrone', 'id': 79031}]","[{'iso_3166_1': 'MX', 'name': 'Mexico'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",10/1/2014,97437106,95,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,The Book of Life,FALSE,7.3,778,$0.00 ,
The Club,FALSE,,0,"[{'id': 27, 'name': 'Horror'}]",,107781,tt0109449,en,"Time stops at midnight at the Senior Prom for five students, one murderous counselor, and John. They must find the courage to face themselves or, when time starts again, they may find that they are joining John's Club. All you have to do is commit murder... or suicide.",0.573367,/46uNAW4j1dej3aniqQyj5muOfVf.jpg,[],[],6/1/1994,0,94,[],Released,In this club the initiations can be fatal,The Club,FALSE,3.2,3,$450.00 ,
The Club,FALSE,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",,38920,tt0080546,en,Boardroom and dressing-room intrigues spill on to the field at the Australian Rules football club.,0.475739,/kUQbKz7J1blKUZIUsdRdekvae5m.jpg,"[{'name': 'New South Wales Film Corp.', 'id': 14590}, {'name': 'The South Australian Film Corporation', 'id': 56787}]","[{'iso_3166_1': 'AU', 'name': 'Australia'}]",9/18/1980,0,96,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,In this club nobody plays by the rules.,The Club,FALSE,5.8,4,$450.00 ,
The Exorcist,FALSE,"{'id': 12263, 'name': 'The Exorcist Collection', 'poster_path': '/wjMqwHkOuDBSOY5MujL5GSdlBTk.jpg', 'backdrop_path': '/gZnEheMdhKxSZQUEzphCHXldud1.jpg'}",8000000,"[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",http://theexorcist.warnerbros.com/,9552,tt0070047,en,"12-year-old Regan MacNeil begins to adapt an explicit new personality as strange events befall the local area of Georgetown. Her mother becomes torn between science and superstition in a desperate bid to save her daughter, and ultimately turns to her last hope: Father Damien Karras, a troubled priest who is struggling with his own faith.",12.137595,/mBLSuXTAJExUFdqYFgZro7Y9ZDG.jpg,"[{'name': 'Warner Bros.', 'id': 6194}, {'name': 'Hoya Productions', 'id': 48184}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",12/26/1973,441306145,122,"[{'iso_639_1': 'de', 'name': 'Deutsch'}, {'iso_639_1': 'fr', 'name': 'Français'}, {'iso_639_1': 'la', 'name': 'Latin'}, {'iso_639_1': 'ar', 'name': 'العربية'}, {'iso_639_1': 'el', 'name': 'ελληνικά'}, {'iso_639_1': 'en', 'name': 'English'}]",Released,"Something almost beyond comprehension is happening to a girl on this street, in this house... and a man has been sent for as a last resort. This man is The Exorcist.",The Exorcist,FALSE,7.5,2046,$136.00 ,
The Fog,FALSE,,1000000,"[{'id': 27, 'name': 'Horror'}]",http://www.theofficialjohncarpenter.com/the-fog/,790,tt0080749,en,"Strange things begin to occurs as a tiny California coastal town prepares to commemorate its centenary. Inanimate objects spring eerily to life; Rev. Malone stumbles upon a dark secret about the town's founding; radio announcer Stevie witnesses a mystical fire; and hitchhiker Elizabeth discovers the mutilated corpse of a fisherman. Then a mysterious iridescent fog descends upon the village, and more people start to die.",9.194572,/u9wAIHya0BHJvGJh3mBPr010U7C.jpg,"[{'name': 'AVCO Embassy Pictures', 'id': 494}, {'name': 'EDI', 'id': 495}, {'name': 'Debra Hill Productions', 'id': 498}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2/8/1980,21378361,89,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Lock your doors. Bolt your windows. There's something in THE FOG!,The Fog,FALSE,6.4,318,$416.00 ,
The Fog,FALSE,,18000000,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",http://www.sonypictures.com/homevideo/thefog/index.html,791,tt0432291,en,"Trapped within an eerie mist, the residents of Antonio Bay have become the unwitting victims of a horrifying vengeance. One hundred years earlier, a ship carrying lepers was purposely lured onto the rocky coastline and sank, drowning all aboard. Now they're back – long-dead mariners who've waited a century for their revenge.",9.929809,/qZ3Prt6jBvCWI08MsS9cPMM5lMi.jpg,"[{'name': 'Revolution Studios', 'id': 497}, {'name': 'Debra Hill Productions', 'id': 498}]","[{'iso_3166_1': 'CA', 'name': 'Canada'}]",10/14/2005,46201432,100,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'hu', 'name': 'Magyar'}, {'iso_639_1': 'it', 'name': 'Italiano'}]",Released,Their PAST Has Come Back To HAUNT THEM,The Fog,FALSE,3.8,191,$416.00 ,
The Friends of Eddie Coyle,FALSE,,0,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",,25680,tt0070077,en,"Eddie's friends are numerous, but the term friends is suspect. As a small time hood Eddie is about to go back to jail. In order to escape this fate he deals information on stolen guns to the feds. Simultaneously he is supplying arms to his bank robbing/kidnapping hoodlum chums. But who else is dealing with the feds? Who gets the blame for snitching on the bank robbers?",8.652856,/uIFYebUAbSPW6kw3NUnCbviI8q2.jpg,"[{'name': 'Paramount Pictures', 'id': 4}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",6/26/1973,0,102,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,"It's a grubby, violent, dangerous world. But it's the only world they know. And they're the only friends Eddie has.",The Friends of Eddie Coyle,FALSE,7.6,38,$238.00 ,
The Grand Budapest Hotel,FALSE,,30000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",,120467,tt2278388,en,"The Grand Budapest Hotel tells of a legendary concierge at a famous European hotel between the wars and his friendship with a young employee who becomes his trusted protégé. The story involves the theft and recovery of a priceless Renaissance painting, the battle for an enormous family fortune and the slow and then sudden upheavals that transformed Europe during the first half of the 20th century.",14.442048,/nX5XotM9yprCKarRH4fzOq1VM1J.jpg,"[{'name': 'Fox Searchlight Pictures', 'id': 43}, {'name': 'Scott Rudin Productions', 'id': 258}, {'name': 'Studio Babelsberg', 'id': 264}, {'name': 'Indian Paintbrush', 'id': 9350}, {'name': 'TSG Entertainment', 'id': 22213}, {'name': 'American Empirical Pictures', 'id': 23449}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}, {'iso_3166_1': 'DE', 'name': 'Germany'}]",2/26/2014,174600318,99,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}]",Released,A perfect holiday without leaving home.,The Grand Budapest Hotel,FALSE,8,4644,"$1,240.00 ",
The Handmaid's Tale,FALSE,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 878, 'name': 'Science Fiction'}]",,20815,tt0099731,en,"In a dystopicly polluted rightwing religious tyranny, a young woman is put in sexual slavery on account of her now rare fertility.",3.163613,/rrWG0Aoeagj5WvS9x1hpRBvZC4b.jpg,"[{'name': 'Bioskop Film', 'id': 5982}, {'name': 'Cinecom Entertainment Group', 'id': 8865}, {'name': 'Cinetudes Films', 'id': 13060}]","[{'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",3/9/1990,0,108,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'de', 'name': 'Deutsch'}]",Released,A haunting tale of sexuality in a country gone wrong.,The Handmaid's Tale,FALSE,5.8,31,$240.00 ,
The Hero,FALSE,,0,"[{'id': 18, 'name': 'Drama'}]",,425751,tt5655222,en,"Lee, a former Western film icon, is living a comfortable existence lending his golden voice to advertisements and smoking weed. After receiving a lifetime achievement award and unexpected news, Lee reexamines his past, while a chance meeting with a sardonic comic has him looking to the future.",6.549788,/1xz4ggwOJi8FUsjsLDbFrCxyK0e.jpg,"[{'name': 'Northern Lights Films', 'id': 8714}, {'name': 'Park Pictures', 'id': 13466}, {'name': 'Houston King Productions', 'id': 66044}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",6/9/2017,3384747,97,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,The Hero,FALSE,6.7,17,$963.75 ,
The Howling,FALSE,"{'id': 174218, 'name': 'The Howling Collection', 'poster_path': '/ci6CZhFFLm0r3fDomXlRAmCEesr.jpg', 'backdrop_path': '/a0UuiTYxqMmj5Ll26rORaFoTKBc.jpg'}",1000000,"[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}]",,11298,tt0082533,en,"After a bizarre and near fatal encounter with a serial killer, a newswoman is sent to a rehabilitation center whose inhabitants may not be what they seem.",6.715512,/zXiQCqtw5lZwrLDqRPbAJhT80Ri.jpg,"[{'name': 'AVCO Embassy Pictures', 'id': 494}, {'name': 'International Film Investors', 'id': 502}, {'name': 'Wescom Productions', 'id': 10312}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",4/3/1981,17985893,91,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Imagine your worst fear a reality,The Howling,FALSE,6.4,165,$64.00 ,
The Innocents,FALSE,,0,"[{'id': 27, 'name': 'Horror'}]",,16372,tt0055018,en,A young governess for two children becomes convinced that the house and grounds are haunted.,7.667964,/qdSlJ3lZITHDva5EI4lQHidZbf5.jpg,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}, {'name': 'Achilles', 'id': 3185}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",12/25/1961,0,100,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Apparitions? Evils? Corruptions?,The Innocents,FALSE,7.5,126,"$1,936.25 ",
The Little Hours,FALSE,,0,"[{'id': 35, 'name': 'Comedy'}]",http://toroplay.ml/the-little-hours/,411873,tt5666304,en,A young servant fleeing from his master takes refuge at a convent full of emotionally unstable nuns in the middle ages.,13.423018,/wS69OOwBJzimoLIcmYMSVkmhCZM.jpg,"[{'name': 'Destro Films', 'id': 35043}, {'name': 'Bow and Arrow Entertainment', 'id': 37432}, {'name': 'Productivity Media', 'id': 41608}, {'name': 'Concourse Media', 'id': 62709}, {'name': 'StarStream Media', 'id': 92469}, {'name': 'Dublab Media', 'id': 92470}, {'name': 'Exhibit', 'id': 92471}, {'name': 'Foton Pictures', 'id': 92472}]","[{'iso_3166_1': 'CA', 'name': 'Canada'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",6/30/2017,0,89,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,The Little Hours,FALSE,5.9,36,"$1,723.00 ",
The Lost City of Z,FALSE,,30000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",http://www.lostcityofzfilm.co.uk/home,314095,tt1212428,en,"At the dawn of the 20th century, British explorer Percy Fawcett journeys into the Amazon, where he discovers evidence of a previously unknown, advanced civilization that may have once inhabited the region. Despite being ridiculed by the scientific establishment, which views indigenous populations as savages, the determined Fawcett, supported by his devoted wife, son, and aide-de-camp, returns to his beloved jungle in an attempt to prove his case.",21.791111,/uLHorVHuWQZ1HugTp0bbD19jef7.jpg,"[{'name': 'Plan B Entertainment', 'id': 81}, {'name': 'Northern Ireland Screen', 'id': 11667}, {'name': 'Sierra / Affinity', 'id': 24049}, {'name': 'MICA Entertainment', 'id': 24510}, {'name': 'MadRiver Pictures', 'id': 73492}, {'name': 'Keep Your Head', 'id': 79963}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",10/15/2016,8574339,140,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'de', 'name': 'Deutsch'}, {'iso_639_1': 'pt', 'name': 'Português'}, {'iso_639_1': 'es', 'name': 'Español'}]",Released,"In 1925, Percy Fawcett ventured into the Amazon in search of a myth. What he discovered became legendary.",The Lost City of Z,FALSE,6.1,598,"$4,539.50 ",
The Lovers,FALSE,,27000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 10749, 'name': 'Romance'}]",,79698,tt1321869,en,"The Lovers is an epic romance time travel adventure film. Helmed by Roland Joffé from a story by Ajey Jhankar, the film is a sweeping tale of an impossible love set against the backdrop of the first Anglo-Maratha war across two time periods and continents and centred around four characters — a British officer in 18th century colonial India, the Indian woman he falls deeply in love with, an American present-day marine biologist and his wife.",2.183423,/2tszioaFbawMOkwOXin1ig7oJkP.jpg,"[{'name': 'Corsan', 'id': 7299}, {'name': 'Bliss Media', 'id': 8186}, {'name': 'Limelight International Media Entertainment', 'id': 8187}, {'name': 'Neelmudra Entertainment', 'id': 8188}, {'name': 'Aristos Films', 'id': 76098}, {'name': 'Singularity Productions', 'id': 76099}, {'name': 'Wildkite', 'id': 76100}]","[{'iso_3166_1': 'AU', 'name': 'Australia'}, {'iso_3166_1': 'BE', 'name': 'Belgium'}, {'iso_3166_1': 'IN', 'name': 'India'}]",2/13/2015,0,109,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Love is longer than life.,The Lovers,FALSE,4.8,34,"$3,729.00 ",
The Lovers,FALSE,,0,"[{'id': 35, 'name': 'Comedy'}]",,426253,tt5770620,en,The separation of a long married couple goes awry when they fall for each other again.,2.968282,/tRWza39fHyef12FvScIBduaHMi6.jpg,"[{'name': 'A24', 'id': 41077}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",5/5/2017,214078,94,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'pt', 'name': 'Português'}]",Released,A love so strong it can survive marriage.,The Lovers,FALSE,5.4,8,"$3,729.00 ",
The Matrix,FALSE,"{'id': 2344, 'name': 'The Matrix Collection', 'poster_path': '/lh4aGpd3U9rm9B8Oqr6CUgQLtZL.jpg', 'backdrop_path': '/RhUxjzNojIJsdZSYTn0CQvdKsn.jpg'}",63000000,"[{'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}]",http://www.warnerbros.com/matrix,603,tt0133093,en,"Set in the 22nd century, The Matrix tells the story of a computer hacker who joins a group of underground insurgents fighting the vast and powerful computers who now rule the earth.",33.366332,/hEpWvX6Bp79eLxY1kX5ZZJcme5U.jpg,"[{'name': 'Village Roadshow Pictures', 'id': 79}, {'name': 'Groucho II Film Partnership', 'id': 372}, {'name': 'Silver Pictures', 'id': 1885}, {'name': 'Warner Bros.', 'id': 6194}]","[{'iso_3166_1': 'AU', 'name': 'Australia'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",3/30/1999,463517383,136,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Welcome to the Real World.,The Matrix,FALSE,7.9,9079,$352.00 ,
The Muppet Christmas Carol,FALSE,"{'id': 256377, 'name': 'The Muppet Collection', 'poster_path': '/8Ew8EIdFFurMMYjSbWPu1Hl4vLX.jpg', 'backdrop_path': '/1AWd3MM90G47mxtD112gRDxSXY9.jpg'}",0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}, {'id': 18, 'name': 'Drama'}]",,10437,tt0104940,en,"A retelling of the classic Dickens tale of Ebenezer Scrooge, miser extraordinaire. He is held accountable for his dastardly ways during night-time visitations by the Ghosts of Christmas Past, Present, and future.",14.630571,/fe4nLJkDNXhyuMnrZ60MfoSpPes.jpg,"[{'name': 'Walt Disney Pictures', 'id': 2}, {'name': 'Jim Henson Company, The', 'id': 6254}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",12/10/1992,27281507,85,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,The Muppet Christmas Carol,FALSE,7.2,217,$422.25 ,
The Night of the Hunter,FALSE,,795000,"[{'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",,3112,tt0048424,en,"In the Deep South, a serial-killing preacher hunts two young children who know the whereabouts of a stash of money.",7.892337,/brECyRPAWJS1clF0unAC3MtERMA.jpg,"[{'name': 'United Artists', 'id': 60}, {'name': 'The Criterion Collection', 'id': 10932}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",4/3/1955,0,93,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,"The wedding night, the anticipation, the kiss, the knife, BUT ABOVE ALL...THE SUSPENSE!",The Night of the Hunter,FALSE,7.9,335,$544.25 ,
The Nutty Professor,FALSE,"{'id': 86028, 'name': 'The Nutty Professor Collection', 'poster_path': '/a6zC38ID7EyAflo8tsPDP4IE0Mt.jpg', 'backdrop_path': '/mW1NQFOSCwwgk03SpcpwiQEL2Lo.jpg'}",54000000,"[{'id': 14, 'name': 'Fantasy'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}, {'id': 878, 'name': 'Science Fiction'}]",,9327,tt0117218,en,"Eddie Murphy stars as shy Dr. Sherman Klump, a kind, brilliant, 'calorifically challenged' genetic professor. When beautiful Carla Purty joins the university faculty, Sherman grows desperate to whittle his 400-pound frame down to size and win her heart. So, with one swig of his experimental fat-reducing serum, Sherman becomes 'Buddy Love', a fast-talking, pumped-up , plumped down Don Juan.",9.651581,/5DOwcsvjYzHbQLnWkZPthhFYxaj.jpg,"[{'name': 'Imagine Entertainment', 'id': 23}, {'name': 'Universal Pictures', 'id': 33}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",6/26/1996,128769345,95,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,"Inside Sherman Klump, a party animal is about to break out.",The Nutty Professor,FALSE,5.4,717,$92.25 ,
The Nutty Professor,FALSE,,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 10749, 'name': 'Romance'}, {'id': 878, 'name': 'Science Fiction'}]",,18331,tt0057372,en,"Jerry Lewis directed, co-wrote and starred in this riotously funny movie that set a new standard for screen comedy and inspired the hit remake. Lewis plays a timid, nearsighted chemistry teacher who discovers a magical potion that can transform him into a suave and handsome Romeo. The Jekyll and Hyde game works well enough until the concoction starts to wear off at the most embarrassing times.",6.36551,/sqHQK1OhC3zZgJVpGhHt6AuRJfK.jpg,"[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'Jerry Lewis Enterprises', 'id': 22745}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",6/4/1963,0,107,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}]",Released,What does he become? What kind of monster?,The Nutty Professor,FALSE,6.6,90,$92.25 ,
The Party,FALSE,,1500000,"[{'id': 35, 'name': 'Comedy'}]",,10794,tt0063415,en,"Hrundi V. Bakshi, an accident-prone actor from India, is accidentally put the name on the guest list for an upcoming party at the home of a Hollywood film director. Unfortunately, from the moment he arrives, one thing after another goes wrong with a compounding affect.",5.354787,/pC6FB4fLIVRCpMzIbUf1xOVobmz.jpg,"[{'name': 'The Mirisch Corporation', 'id': 219}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",4/4/1968,0,99,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}, {'iso_639_1': 'it', 'name': 'Italiano'}, {'iso_639_1': 'zh', 'name': '普通话'}, {'iso_639_1': 'ru', 'name': 'Pусский'}]",Released,If you've ever been to a wilder party... you're under arrest!,The Party,FALSE,7.3,160,"$1,781.75 ",
The Rocky Horror Picture Show,FALSE,"{'id': 281644, 'name': 'Rocky Horror Collection', 'poster_path': '/av74GpX6RjxQxPqWm1Hkcbc7dAE.jpg', 'backdrop_path': None}",1200000,"[{'id': 35, 'name': 'Comedy'}, {'id': 27, 'name': 'Horror'}, {'id': 10402, 'name': 'Music'}, {'id': 878, 'name': 'Science Fiction'}]",http://www.rockyhorror.com/,36685,tt0073629,en,"Sweethearts Brad and Janet, stuck with a flat tire during a storm, discover the eerie mansion of Dr. Frank-N-Furter, a transvestite scientist. As their innocence is lost, Brad and Janet meet a houseful of wild characters, including a rocking biker and a creepy butler. Through elaborate dances and rock songs, Frank-N-Furter unveils his latest creation: a muscular man named 'Rocky'.",8.699428,/v2NC7o8f7AZvQbOAwrfRbe5Z106.jpg,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}, {'name': 'Michael White Productions', 'id': 463}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",8/14/1975,112892319,100,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,A Different Set Of Jaws.,The Rocky Horror Picture Show,FALSE,7.4,703,"$26,974.00 ",
The Room,FALSE,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",http://www.theroommovie.com/,17473,tt0368226,en,"Johnny is a successful banker with great respect for and dedication to the people in his life, especially his future wife Lisa. The happy-go-lucky guy sees his world fall apart when his friends begin to betray him one-by-one.",6.490979,/zYM0l2XBkwxJQQBCmi9A6zEUJX0.jpg,"[{'name': 'Chloe Productions', 'id': 3330}, {'name': 'TPW Films', 'id': 3331}, {'name': 'Wiseau-Films', 'id': 3332}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",6/27/2003,0,99,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Can you ever really trust anyone?,The Room,FALSE,4.3,191,"$13,720.00 ",
The Sandlot,FALSE,"{'id': 87214, 'name': 'The Sandlot Collection', 'poster_path': '/p2m9JzwjQukKKZfMrLF4HdW54X1.jpg', 'backdrop_path': None}",0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",,11528,tt0108037,en,"Scotty Smalls moves to a new neighborhood with his mom and stepdad, and wants to learn to play baseball. The neighborhood baseball guru Rodriquez takes Smalls under his wing. They fall into adventures involving baseball, treehouse sleep-ins, the desirous lifeguard at the local pool, the snooty rival ball team, and the travelling fair.",10.392243,/fKJUQrAm5QbVR5DqgH9U5IflHGQ.jpg,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}, {'name': 'Island World', 'id': 1595}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",4/7/1993,32416586,101,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}]",Released,A piece of paradise a half block wide and a whole summer long.,The Sandlot,FALSE,7.1,272,$160.00 ,
The Texas Chain Saw Massacre,FALSE,"{'id': 111751, 'name': 'Texas Chainsaw Massacre Collection', 'poster_path': '/lxYgt4gS4CEvfC2ZCa83IiOsOiu.jpg', 'backdrop_path': '/1zIwt7gUyxKhOKYXN5XNGdGxwHg.jpg'}",85000,"[{'id': 27, 'name': 'Horror'}]",,30497,tt0072271,en,Five friends visiting their grandfather's house in the country are hunted and terrorized by a chain-saw wielding killer and his family of grave-robbing cannibals.,15.526413,/hXF5nuEvUIlMXv4fOCIhA8KWaN2.jpg,"[{'name': 'New Line Cinema', 'id': 12}, {'name': 'Vortex', 'id': 1197}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",10/1/1974,30859000,83,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Who will survive and what will be left of them?,The Texas Chain Saw Massacre,FALSE,7.1,617,$952.00 ,
The Texas Chainsaw Massacre 2,FALSE,"{'id': 111751, 'name': 'Texas Chainsaw Massacre Collection', 'poster_path': '/lxYgt4gS4CEvfC2ZCa83IiOsOiu.jpg', 'backdrop_path': '/1zIwt7gUyxKhOKYXN5XNGdGxwHg.jpg'}",4700000,"[{'id': 27, 'name': 'Horror'}]",,16337,tt0092076,en,A radio host is victimized by the cannibal family as a former Texas Marshall hunts them.,9.501011,/1EI0Qs6AhtxdamRBsFC4zm2I6sj.jpg,"[{'name': 'Cannon Films', 'id': 4110}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",8/22/1986,8025872,101,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,After a decade of silence... The buzzz is back!,The Texas Chainsaw Massacre 2,FALSE,5.8,142,$272.00 ,
The Treasure of the Sierra Madre,FALSE,,3800000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 37, 'name': 'Western'}]",,3090,tt0040897,en,"Fred C. Dobbs and Bob Curtin, both down on their luck in Tampico, Mexico in 1925, meet up with a grizzled prospector named Howard and decide to join with him in search of gold in the wilds of central Mexico. Through enormous difficulties, they eventually succeed in finding gold, but bandits, the elements, and most especially greed threaten to turn their success into disaster.",8.070589,/e3lYTRwiDVPQv07xKldwlLAXikN.jpg,"[{'name': 'Warner Bros.', 'id': 6194}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1/24/1948,4307000,126,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,"The nearer they get to their treasure, the farther they get from the law.",The Treasure of the Sierra Madre,FALSE,7.9,285,$389.50 ,
