,Actors,Awards,BoxOffice,Country,DVD,Director,Genre,Language,Metascore,Plot,Poster,Production,Rated,Ratings,Released,Response,Runtime,Title,Type,Website,Writer,Year,imdbID,imdbRating,imdbVotes,totalSeasons
1,"Sandra Hüller, Peter Simonischek, Michael Wittenborn, Thomas Loibl",Nominated for 1 Oscar. Another 50 wins & 73 nominations.,"$1,478,960 ","Germany, Austria, Monaco, Romania, France, Switzerland",11-Apr-17,Maren Ade,"Comedy, Drama","German, English, Romanian",93,A practical joking father tries to reconnect with his hard working daughter by creating an outrageous alter ego and posing as her CEO's life coach.,https://m.media-amazon.com/images/M/MV5BYzA4OGQ5NmMtNzM1ZC00YzIxLThmZWQtODkyYTA0ZGI3MGIzXkEyXkFqcGdeQXVyMjQwNjczOTE@._V1_SX300.jpg,Sony Pictures Classics,R,"{'Source': 'Rotten Tomatoes', 'Value': '93%'}",25-Dec-16,TRUE,162 min,Toni Erdmann,movie,http://sonyclassics.com/tonierdmann/,Maren Ade (screenplay),2016,tt4048272,7.4,"38,972",
2,"Sandra Hüller, Peter Simonischek, Michael Wittenborn, Thomas Loibl",Nominated for 1 Oscar. Another 50 wins & 73 nominations.,"$1,478,960 ","Germany, Austria, Monaco, Romania, France, Switzerland",11-Apr-17,Maren Ade,"Comedy, Drama","German, English, Romanian",93,A practical joking father tries to reconnect with his hard working daughter by creating an outrageous alter ego and posing as her CEO's life coach.,https://m.media-amazon.com/images/M/MV5BYzA4OGQ5NmMtNzM1ZC00YzIxLThmZWQtODkyYTA0ZGI3MGIzXkEyXkFqcGdeQXVyMjQwNjczOTE@._V1_SX300.jpg,Sony Pictures Classics,R,"{'Source': 'Metacritic', 'Value': '93/100'}",25-Dec-16,TRUE,162 min,Toni Erdmann,movie,http://sonyclassics.com/tonierdmann/,Maren Ade (screenplay),2016,tt4048272,7.4,"38,972",
0,"Toni Morrison, Hilton Als, Oprah Winfrey, Russell Banks",N/A,N/A,USA,N/A,Timothy Greenfield-Sanders,Documentary,English,75,"This artful and intimate meditation on the legendary storyteller examines her life, her works and the powerful themes she has confronted throughout her literary career.",https://m.media-amazon.com/images/M/MV5BMTExMjExMTc5MDZeQTJeQWpwZ15BbWU4MDk0MjgyMjcz._V1_SX300.jpg,Magnolia Pictures,PG-13,"{'Source': 'Internet Movie Database', 'Value': '5.0/10'}",21-Jun-19,TRUE,119 min,Toni Morrison: The Pieces I Am,movie,N/A,N/A,2019,tt9358206,5,20,
1,"Toni Morrison, Hilton Als, Oprah Winfrey, Russell Banks",N/A,N/A,USA,N/A,Timothy Greenfield-Sanders,Documentary,English,75,"This artful and intimate meditation on the legendary storyteller examines her life, her works and the powerful themes she has confronted throughout her literary career.",https://m.media-amazon.com/images/M/MV5BMTExMjExMTc5MDZeQTJeQWpwZ15BbWU4MDk0MjgyMjcz._V1_SX300.jpg,Magnolia Pictures,PG-13,"{'Source': 'Rotten Tomatoes', 'Value': '97%'}",21-Jun-19,TRUE,119 min,Toni Morrison: The Pieces I Am,movie,N/A,N/A,2019,tt9358206,5,20,
2,"Toni Morrison, Hilton Als, Oprah Winfrey, Russell Banks",N/A,N/A,USA,N/A,Timothy Greenfield-Sanders,Documentary,English,75,"This artful and intimate meditation on the legendary storyteller examines her life, her works and the powerful themes she has confronted throughout her literary career.",https://m.media-amazon.com/images/M/MV5BMTExMjExMTc5MDZeQTJeQWpwZ15BbWU4MDk0MjgyMjcz._V1_SX300.jpg,Magnolia Pictures,PG-13,"{'Source': 'Metacritic', 'Value': '75/100'}",21-Jun-19,TRUE,119 min,Toni Morrison: The Pieces I Am,movie,N/A,N/A,2019,tt9358206,5,20,
0,"John Cale, Tony Conrad, David Grubbs, Branden Joseph",1 win & 1 nomination.,N/A,USA,N/A,Tyler Hubby,Documentary,English,N/A,Feature documentary on the pioneering life and work of iconoclastic filmmaker/musician/composer/artist Tony Conrad.,https://m.media-amazon.com/images/M/MV5BY2Q2ZTc3MTYtYjQyNi00YjlmLWI4OTEtMjZhNzE5NTNjYzYzXkEyXkFqcGdeQXVyNTM0NTU5Mg@@._V1_SX300.jpg,N/A,N/A,"{'Source': 'Internet Movie Database', 'Value': '7.4/10'}",31-Mar-17,TRUE,96 min,Tony Conrad: Completely in the Present,movie,N/A,Tyler Hubby,2016,tt4637434,7.4,92,
1,"John Cale, Tony Conrad, David Grubbs, Branden Joseph",1 win & 1 nomination.,N/A,USA,N/A,Tyler Hubby,Documentary,English,N/A,Feature documentary on the pioneering life and work of iconoclastic filmmaker/musician/composer/artist Tony Conrad.,https://m.media-amazon.com/images/M/MV5BY2Q2ZTc3MTYtYjQyNi00YjlmLWI4OTEtMjZhNzE5NTNjYzYzXkEyXkFqcGdeQXVyNTM0NTU5Mg@@._V1_SX300.jpg,N/A,N/A,"{'Source': 'Rotten Tomatoes', 'Value': '100%'}",31-Mar-17,TRUE,96 min,Tony Conrad: Completely in the Present,movie,N/A,Tyler Hubby,2016,tt4637434,7.4,92,
0,"Demian Hernández, Antar Machado, Magdalena Tótoro, Matías Oviedo",N/A,N/A,"Chile, Brazil, Argentina, Netherlands, Qatar",N/A,Dominga Sotomayor Castillo,Drama,Spanish,80,"Democracy comes back to Chile during the summer of 1990. In an isolated community, Sofía (16), Lucas (16) and Clara (10), face their first loves and fears, while preparing for New Year's ...",https://m.media-amazon.com/images/M/MV5BNDE1MzE3ZDMtMjA0MS00NzEzLTlmYmMtYjdkOWZhN2QxY2YxXkEyXkFqcGdeQXVyMTcxNTYyMjM@._V1_SX300.jpg,Kimstim,N/A,"{'Source': 'Internet Movie Database', 'Value': '6.7/10'}",31-May-19,TRUE,110 min,Too Late to Die Young,movie,https://www.kimstim.com/film/too-late-to-die-young/,Dominga Sotomayor Castillo,2018,tt8726098,6.7,514,
1,"Demian Hernández, Antar Machado, Magdalena Tótoro, Matías Oviedo",N/A,N/A,"Chile, Brazil, Argentina, Netherlands, Qatar",N/A,Dominga Sotomayor Castillo,Drama,Spanish,80,"Democracy comes back to Chile during the summer of 1990. In an isolated community, Sofía (16), Lucas (16) and Clara (10), face their first loves and fears, while preparing for New Year's ...",https://m.media-amazon.com/images/M/MV5BNDE1MzE3ZDMtMjA0MS00NzEzLTlmYmMtYjdkOWZhN2QxY2YxXkEyXkFqcGdeQXVyMTcxNTYyMjM@._V1_SX300.jpg,Kimstim,N/A,"{'Source': 'Rotten Tomatoes', 'Value': '98%'}",31-May-19,TRUE,110 min,Too Late to Die Young,movie,https://www.kimstim.com/film/too-late-to-die-young/,Dominga Sotomayor Castillo,2018,tt8726098,6.7,514,
2,"Demian Hernández, Antar Machado, Magdalena Tótoro, Matías Oviedo",N/A,N/A,"Chile, Brazil, Argentina, Netherlands, Qatar",N/A,Dominga Sotomayor Castillo,Drama,Spanish,80,"Democracy comes back to Chile during the summer of 1990. In an isolated community, Sofía (16), Lucas (16) and Clara (10), face their first loves and fears, while preparing for New Year's ...",https://m.media-amazon.com/images/M/MV5BNDE1MzE3ZDMtMjA0MS00NzEzLTlmYmMtYjdkOWZhN2QxY2YxXkEyXkFqcGdeQXVyMTcxNTYyMjM@._V1_SX300.jpg,Kimstim,N/A,"{'Source': 'Metacritic', 'Value': '80/100'}",31-May-19,TRUE,110 min,Too Late to Die Young,movie,https://www.kimstim.com/film/too-late-to-die-young/,Dominga Sotomayor Castillo,2018,tt8726098,6.7,514,
0,"Jim Caviezel, Diora Baird, James Frain, Elisabeth Röhm",N/A,N/A,USA,16-Oct-12,Antonio Negret,"Action, Crime, Thriller",English,N/A,"A gang of bank robbers hide their loot in the car of a family going camping. They chase down the family to kill them and get the loot back, but run into a fight.",https://m.media-amazon.com/images/M/MV5BMTk3NjMwNzU0MF5BMl5BanBnXkFtZTcwMTM0NTM0Ng@@._V1_SX300.jpg,After Dark Films,R,"{'Source': 'Internet Movie Database', 'Value': '5.8/10'}",20-Apr-12,TRUE,88 min,Transit,movie,http://www.afterdarkaction.com/transit.html,Michael Gilvary,2012,tt1059836,5.8,"10,347",
1,"Jim Caviezel, Diora Baird, James Frain, Elisabeth Röhm",N/A,N/A,USA,16-Oct-12,Antonio Negret,"Action, Crime, Thriller",English,N/A,"A gang of bank robbers hide their loot in the car of a family going camping. They chase down the family to kill them and get the loot back, but run into a fight.",https://m.media-amazon.com/images/M/MV5BMTk3NjMwNzU0MF5BMl5BanBnXkFtZTcwMTM0NTM0Ng@@._V1_SX300.jpg,After Dark Films,R,"{'Source': 'Rotten Tomatoes', 'Value': '50%'}",20-Apr-12,TRUE,88 min,Transit,movie,http://www.afterdarkaction.com/transit.html,Michael Gilvary,2012,tt1059836,5.8,"10,347",
0,"Lucy Hale, Tyler Posey, Violett Beane, Hayden Szeto",N/A,N/A,USA,17-Jul-18,Jeff Wadlow,"Horror, Thriller","English, Spanish",35,A harmless game of Truth or Dare among friends turns deadly when someone -- or something -- begins to punish those who tell a lie or refuse the dare.,https://m.media-amazon.com/images/M/MV5BOGU2YTZmMjYtZDUwYi00NTc1LTlkMjAtM2ViZDkzOTlhNGNhXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,Universal Pictures,PG-13,"{'Source': 'Internet Movie Database', 'Value': '5.1/10'}",13-Apr-18,TRUE,100 min,Truth or Dare,movie,https://www.blumhousestruthordare.com/,"Michael Reisz (screenplay by), Jillian Jacobs (screenplay by), Christopher Roach (screenplay by), Jeff Wadlow (screenplay by), Michael Reisz (story by)",2018,tt6772950,5.1,"35,405",
1,"Lucy Hale, Tyler Posey, Violett Beane, Hayden Szeto",N/A,N/A,USA,17-Jul-18,Jeff Wadlow,"Horror, Thriller","English, Spanish",35,A harmless game of Truth or Dare among friends turns deadly when someone -- or something -- begins to punish those who tell a lie or refuse the dare.,https://m.media-amazon.com/images/M/MV5BOGU2YTZmMjYtZDUwYi00NTc1LTlkMjAtM2ViZDkzOTlhNGNhXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,Universal Pictures,PG-13,"{'Source': 'Rotten Tomatoes', 'Value': '16%'}",13-Apr-18,TRUE,100 min,Truth or Dare,movie,https://www.blumhousestruthordare.com/,"Michael Reisz (screenplay by), Jillian Jacobs (screenplay by), Christopher Roach (screenplay by), Jeff Wadlow (screenplay by), Michael Reisz (story by)",2018,tt6772950,5.1,"35,405",
2,"Lucy Hale, Tyler Posey, Violett Beane, Hayden Szeto",N/A,N/A,USA,17-Jul-18,Jeff Wadlow,"Horror, Thriller","English, Spanish",35,A harmless game of Truth or Dare among friends turns deadly when someone -- or something -- begins to punish those who tell a lie or refuse the dare.,https://m.media-amazon.com/images/M/MV5BOGU2YTZmMjYtZDUwYi00NTc1LTlkMjAtM2ViZDkzOTlhNGNhXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,Universal Pictures,PG-13,"{'Source': 'Metacritic', 'Value': '35/100'}",13-Apr-18,TRUE,100 min,Truth or Dare,movie,https://www.blumhousestruthordare.com/,"Michael Reisz (screenplay by), Jillian Jacobs (screenplay by), Christopher Roach (screenplay by), Jeff Wadlow (screenplay by), Michael Reisz (story by)",2018,tt6772950,5.1,"35,405",
0,"Sheryl Lee, Ray Wise, Mädchen Amick, Dana Ashbrook",4 wins & 6 nominations.,N/A,"USA, France",26-Feb-02,David Lynch,"Drama, Horror, Mystery, Thriller",English,28,A young FBI agent disappears while investigating a murder miles from Twin Peaks that may be related to the future murder of Laura Palmer; the last week of the life of Laura Palmer is chronicled.,https://m.media-amazon.com/images/M/MV5BMzc5ODcyNTYtMDAwNy00MDhjLWFmOWUtNGVhMDRlYjE1YzNjXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,New Line Cinema,R,"{'Source': 'Internet Movie Database', 'Value': '7.3/10'}",28-Aug-92,TRUE,134 min,Twin Peaks: Fire Walk with Me,movie,N/A,"David Lynch, Robert Engels, Mark Frost (television series Twin Peaks), David Lynch (television series Twin Peaks)",1992,tt0105665,7.3,"77,934",
1,"Sheryl Lee, Ray Wise, Mädchen Amick, Dana Ashbrook",4 wins & 6 nominations.,N/A,"USA, France",26-Feb-02,David Lynch,"Drama, Horror, Mystery, Thriller",English,28,A young FBI agent disappears while investigating a murder miles from Twin Peaks that may be related to the future murder of Laura Palmer; the last week of the life of Laura Palmer is chronicled.,https://m.media-amazon.com/images/M/MV5BMzc5ODcyNTYtMDAwNy00MDhjLWFmOWUtNGVhMDRlYjE1YzNjXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,New Line Cinema,R,"{'Source': 'Rotten Tomatoes', 'Value': '64%'}",28-Aug-92,TRUE,134 min,Twin Peaks: Fire Walk with Me,movie,N/A,"David Lynch, Robert Engels, Mark Frost (television series Twin Peaks), David Lynch (television series Twin Peaks)",1992,tt0105665,7.3,"77,934",
2,"Sheryl Lee, Ray Wise, Mädchen Amick, Dana Ashbrook",4 wins & 6 nominations.,N/A,"USA, France",26-Feb-02,David Lynch,"Drama, Horror, Mystery, Thriller",English,28,A young FBI agent disappears while investigating a murder miles from Twin Peaks that may be related to the future murder of Laura Palmer; the last week of the life of Laura Palmer is chronicled.,https://m.media-amazon.com/images/M/MV5BMzc5ODcyNTYtMDAwNy00MDhjLWFmOWUtNGVhMDRlYjE1YzNjXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,New Line Cinema,R,"{'Source': 'Metacritic', 'Value': '28/100'}",28-Aug-92,TRUE,134 min,Twin Peaks: Fire Walk with Me,movie,N/A,"David Lynch, Robert Engels, Mark Frost (television series Twin Peaks), David Lynch (television series Twin Peaks)",1992,tt0105665,7.3,"77,934",
0,"Helen Hunt, Bill Paxton, Cary Elwes, Jami Gertz",Nominated for 2 Oscars. Another 10 wins & 15 nominations.,N/A,USA,6-Jun-00,Jan de Bont,"Action, Adventure, Thriller",English,68,"Bill and Jo Harding, advanced storm chasers on the brink of divorce, must join together to create an advanced weather alert system by putting themselves in the cross-hairs of extremely violent tornadoes.",https://m.media-amazon.com/images/M/MV5BODExYTM0MzEtZGY2Yy00N2ExLTkwZjItNGYzYTRmMWZlOGEzXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_SX300.jpg,Warner Bros. Pictures,PG-13,"{'Source': 'Internet Movie Database', 'Value': '6.4/10'}",10-May-96,TRUE,113 min,Twister,movie,http://movies.warnerbros.com/twister/,"Michael Crichton, Anne-Marie Martin",1996,tt0117998,6.4,"163,962",
1,"Helen Hunt, Bill Paxton, Cary Elwes, Jami Gertz",Nominated for 2 Oscars. Another 10 wins & 15 nominations.,N/A,USA,6-Jun-00,Jan de Bont,"Action, Adventure, Thriller",English,68,"Bill and Jo Harding, advanced storm chasers on the brink of divorce, must join together to create an advanced weather alert system by putting themselves in the cross-hairs of extremely violent tornadoes.",https://m.media-amazon.com/images/M/MV5BODExYTM0MzEtZGY2Yy00N2ExLTkwZjItNGYzYTRmMWZlOGEzXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_SX300.jpg,Warner Bros. Pictures,PG-13,"{'Source': 'Rotten Tomatoes', 'Value': '57%'}",10-May-96,TRUE,113 min,Twister,movie,http://movies.warnerbros.com/twister/,"Michael Crichton, Anne-Marie Martin",1996,tt0117998,6.4,"163,962",
2,"Helen Hunt, Bill Paxton, Cary Elwes, Jami Gertz",Nominated for 2 Oscars. Another 10 wins & 15 nominations.,N/A,USA,6-Jun-00,Jan de Bont,"Action, Adventure, Thriller",English,68,"Bill and Jo Harding, advanced storm chasers on the brink of divorce, must join together to create an advanced weather alert system by putting themselves in the cross-hairs of extremely violent tornadoes.",https://m.media-amazon.com/images/M/MV5BODExYTM0MzEtZGY2Yy00N2ExLTkwZjItNGYzYTRmMWZlOGEzXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_SX300.jpg,Warner Bros. Pictures,PG-13,"{'Source': 'Metacritic', 'Value': '68/100'}",10-May-96,TRUE,113 min,Twister,movie,http://movies.warnerbros.com/twister/,"Michael Crichton, Anne-Marie Martin",1996,tt0117998,6.4,"163,962",
0,"Ewan McGregor, Jonathan Rhys Meyers, Christian Bale, Toni Collette",Nominated for 1 Oscar. Another 4 wins & 9 nominations.,N/A,"UK, USA",18-May-99,Todd Haynes,"Drama, Music","English, French",65,"In 1984, British journalist Arthur Stuart investigates the career of 1970s glam superstar Brian Slade, who was heavily influenced in his early years by hard-living and rebellious American singer Curt Wild.",https://m.media-amazon.com/images/M/MV5BZjVjZTM3NTktYjdkOS00ZjMyLTg3NzYtOWVmMzEyNDc5ZmIyL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,Miramax,R,"{'Source': 'Internet Movie Database', 'Value': '7.0/10'}",23-Oct-98,TRUE,118 min,Velvet Goldmine,movie,N/A,"James Lyons (story), Todd Haynes (story), Todd Haynes",1998,tt0120879,7,"31,950",
1,"Ewan McGregor, Jonathan Rhys Meyers, Christian Bale, Toni Collette",Nominated for 1 Oscar. Another 4 wins & 9 nominations.,N/A,"UK, USA",18-May-99,Todd Haynes,"Drama, Music","English, French",65,"In 1984, British journalist Arthur Stuart investigates the career of 1970s glam superstar Brian Slade, who was heavily influenced in his early years by hard-living and rebellious American singer Curt Wild.",https://m.media-amazon.com/images/M/MV5BZjVjZTM3NTktYjdkOS00ZjMyLTg3NzYtOWVmMzEyNDc5ZmIyL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,Miramax,R,"{'Source': 'Rotten Tomatoes', 'Value': '57%'}",23-Oct-98,TRUE,118 min,Velvet Goldmine,movie,N/A,"James Lyons (story), Todd Haynes (story), Todd Haynes",1998,tt0120879,7,"31,950",
2,"Ewan McGregor, Jonathan Rhys Meyers, Christian Bale, Toni Collette",Nominated for 1 Oscar. Another 4 wins & 9 nominations.,N/A,"UK, USA",18-May-99,Todd Haynes,"Drama, Music","English, French",65,"In 1984, British journalist Arthur Stuart investigates the career of 1970s glam superstar Brian Slade, who was heavily influenced in his early years by hard-living and rebellious American singer Curt Wild.",https://m.media-amazon.com/images/M/MV5BZjVjZTM3NTktYjdkOS00ZjMyLTg3NzYtOWVmMzEyNDc5ZmIyL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,Miramax,R,"{'Source': 'Metacritic', 'Value': '65/100'}",23-Oct-98,TRUE,118 min,Velvet Goldmine,movie,N/A,"James Lyons (story), Todd Haynes (story), Todd Haynes",1998,tt0120879,7,"31,950",
0,"Hugh Bonneville, Gillian Anderson, Manish Dayal, Huma Qureshi",1 win.,"$1,014,067 ","UK, India, Sweden",12-Dec-17,Gurinder Chadha,"Biography, Drama, History, Romance","Punjabi, Hindi, English",53,"The final Viceroy of India, Lord Mountbatten, is tasked with overseeing the transition of British India to independence, but meets with conflict as different sides clash in the face of monumental change.",https://m.media-amazon.com/images/M/MV5BMTk5ODU2NzExMF5BMl5BanBnXkFtZTgwOTI2ODkwMTI@._V1_SX300.jpg,Anguille Productions,Not Rated,"{'Source': 'Internet Movie Database', 'Value': '6.7/10'}",1-Sep-17,TRUE,106 min,Viceroy's House,movie,N/A,"Paul Mayeda Berges (screenplay by), Gurinder Chadha (screenplay by), Moira Buffini (screenplay by), Larry Collins (based on the book ""Freedom at Midnight"" by), Dominique Lapierre (based on the book ""Freedom at Midnight"" by), Narendra Singh Sarila (based on the book ""The Shadow of the Great Game - The Untold Story of Partition"" by)",2017,tt4977530,6.7,"5,864",
1,"Hugh Bonneville, Gillian Anderson, Manish Dayal, Huma Qureshi",1 win.,"$1,014,067 ","UK, India, Sweden",12-Dec-17,Gurinder Chadha,"Biography, Drama, History, Romance","Punjabi, Hindi, English",53,"The final Viceroy of India, Lord Mountbatten, is tasked with overseeing the transition of British India to independence, but meets with conflict as different sides clash in the face of monumental change.",https://m.media-amazon.com/images/M/MV5BMTk5ODU2NzExMF5BMl5BanBnXkFtZTgwOTI2ODkwMTI@._V1_SX300.jpg,Anguille Productions,Not Rated,"{'Source': 'Rotten Tomatoes', 'Value': '73%'}",1-Sep-17,TRUE,106 min,Viceroy's House,movie,N/A,"Paul Mayeda Berges (screenplay by), Gurinder Chadha (screenplay by), Moira Buffini (screenplay by), Larry Collins (based on the book ""Freedom at Midnight"" by), Dominique Lapierre (based on the book ""Freedom at Midnight"" by), Narendra Singh Sarila (based on the book ""The Shadow of the Great Game - The Untold Story of Partition"" by)",2017,tt4977530,6.7,"5,864",
2,"Hugh Bonneville, Gillian Anderson, Manish Dayal, Huma Qureshi",1 win.,"$1,014,067 ","UK, India, Sweden",12-Dec-17,Gurinder Chadha,"Biography, Drama, History, Romance","Punjabi, Hindi, English",53,"The final Viceroy of India, Lord Mountbatten, is tasked with overseeing the transition of British India to independence, but meets with conflict as different sides clash in the face of monumental change.",https://m.media-amazon.com/images/M/MV5BMTk5ODU2NzExMF5BMl5BanBnXkFtZTgwOTI2ODkwMTI@._V1_SX300.jpg,Anguille Productions,Not Rated,"{'Source': 'Metacritic', 'Value': '53/100'}",1-Sep-17,TRUE,106 min,Viceroy's House,movie,N/A,"Paul Mayeda Berges (screenplay by), Gurinder Chadha (screenplay by), Moira Buffini (screenplay by), Larry Collins (based on the book ""Freedom at Midnight"" by), Dominique Lapierre (based on the book ""Freedom at Midnight"" by), Narendra Singh Sarila (based on the book ""The Shadow of the Great Game - The Untold Story of Partition"" by)",2017,tt4977530,6.7,"5,864",
0,"Anthony Weiner, Huma Abedin, Jordan Zain Weiner, Barbara Morgan",Nominated for 1 BAFTA Film Award. Another 8 wins & 52 nominations.,"$1,675,196 ",USA,23-Aug-16,"Josh Kriegman, Elyse Steinberg",Documentary,English,84,An examination of disgraced New York Congressman Anthony Weiner's mayoral campaign and today's political landscape.,https://m.media-amazon.com/images/M/MV5BMTUxODA4NjE2MV5BMl5BanBnXkFtZTgwOTg4MTc3ODE@._V1_SX300.jpg,Motto Pictures,R,"{'Source': 'Internet Movie Database', 'Value': '7.6/10'}",26-May-16,TRUE,96 min,Weiner,movie,N/A,"Josh Kriegman, Elyse Steinberg, Eli B. Despres",2016,tt5278596,7.6,"9,139",
1,"Anthony Weiner, Huma Abedin, Jordan Zain Weiner, Barbara Morgan",Nominated for 1 BAFTA Film Award. Another 8 wins & 52 nominations.,"$1,675,196 ",USA,23-Aug-16,"Josh Kriegman, Elyse Steinberg",Documentary,English,84,An examination of disgraced New York Congressman Anthony Weiner's mayoral campaign and today's political landscape.,https://m.media-amazon.com/images/M/MV5BMTUxODA4NjE2MV5BMl5BanBnXkFtZTgwOTg4MTc3ODE@._V1_SX300.jpg,Motto Pictures,R,"{'Source': 'Rotten Tomatoes', 'Value': '96%'}",26-May-16,TRUE,96 min,Weiner,movie,N/A,"Josh Kriegman, Elyse Steinberg, Eli B. Despres",2016,tt5278596,7.6,"9,139",
2,"Anthony Weiner, Huma Abedin, Jordan Zain Weiner, Barbara Morgan",Nominated for 1 BAFTA Film Award. Another 8 wins & 52 nominations.,"$1,675,196 ",USA,23-Aug-16,"Josh Kriegman, Elyse Steinberg",Documentary,English,84,An examination of disgraced New York Congressman Anthony Weiner's mayoral campaign and today's political landscape.,https://m.media-amazon.com/images/M/MV5BMTUxODA4NjE2MV5BMl5BanBnXkFtZTgwOTg4MTc3ODE@._V1_SX300.jpg,Motto Pictures,R,"{'Source': 'Metacritic', 'Value': '84/100'}",26-May-16,TRUE,96 min,Weiner,movie,N/A,"Josh Kriegman, Elyse Steinberg, Eli B. Despres",2016,tt5278596,7.6,"9,139",
0,"Michelle Williams, Lucy, David Koppell, Max Clement",9 wins & 16 nominations.,"$700,720 ",USA,5-May-09,Kelly Reichardt,Drama,English,80,"Over the summer, a series of unfortunate happening triggers a financial crisis for a young woman and she soon finds her life falling apart.",https://m.media-amazon.com/images/M/MV5BMTI3MTE1NjAwNV5BMl5BanBnXkFtZTcwMDM3MzMwMg@@._V1_SX300.jpg,Oscilloscope Pictures,R,"{'Source': 'Internet Movie Database', 'Value': '7.1/10'}",6-Mar-09,TRUE,80 min,Wendy and Lucy,movie,http://www.wendyandlucy.com/index.html,"Jonathan Raymond (screenplay by), Kelly Reichardt (screenplay by), Jonathan Raymond (story by)",2008,tt1152850,7.1,"14,910",
1,"Michelle Williams, Lucy, David Koppell, Max Clement",9 wins & 16 nominations.,"$700,720 ",USA,5-May-09,Kelly Reichardt,Drama,English,80,"Over the summer, a series of unfortunate happening triggers a financial crisis for a young woman and she soon finds her life falling apart.",https://m.media-amazon.com/images/M/MV5BMTI3MTE1NjAwNV5BMl5BanBnXkFtZTcwMDM3MzMwMg@@._V1_SX300.jpg,Oscilloscope Pictures,R,"{'Source': 'Rotten Tomatoes', 'Value': '85%'}",6-Mar-09,TRUE,80 min,Wendy and Lucy,movie,http://www.wendyandlucy.com/index.html,"Jonathan Raymond (screenplay by), Kelly Reichardt (screenplay by), Jonathan Raymond (story by)",2008,tt1152850,7.1,"14,910",
2,"Michelle Williams, Lucy, David Koppell, Max Clement",9 wins & 16 nominations.,"$700,720 ",USA,5-May-09,Kelly Reichardt,Drama,English,80,"Over the summer, a series of unfortunate happening triggers a financial crisis for a young woman and she soon finds her life falling apart.",https://m.media-amazon.com/images/M/MV5BMTI3MTE1NjAwNV5BMl5BanBnXkFtZTcwMDM3MzMwMg@@._V1_SX300.jpg,Oscilloscope Pictures,R,"{'Source': 'Metacritic', 'Value': '80/100'}",6-Mar-09,TRUE,80 min,Wendy and Lucy,movie,http://www.wendyandlucy.com/index.html,"Jonathan Raymond (screenplay by), Kelly Reichardt (screenplay by), Jonathan Raymond (story by)",2008,tt1152850,7.1,"14,910",
0,"Bette Davis, Joan Crawford, Victor Buono, Wesley Addy",Won 1 Oscar. Another 1 win & 11 nominations.,N/A,USA,25-Sep-97,Robert Aldrich,"Drama, Horror, Thriller",English,75,A former child star torments her paraplegic sister in their decaying Hollywood mansion.,https://m.media-amazon.com/images/M/MV5BZmI0M2VmNTgtMWVhYS00Zjg1LTk1YTYtNmJmMjRkZmMwYTc2XkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_SX300.jpg,Warner Bros. Pictures,Not Rated,"{'Source': 'Internet Movie Database', 'Value': '8.1/10'}",31-Oct-62,TRUE,134 min,What Ever Happened to Baby Jane?,movie,N/A,"Henry Farrell (from the novel by), Lukas Heller (screenplay)",1962,tt0056687,8.1,"45,941",
1,"Bette Davis, Joan Crawford, Victor Buono, Wesley Addy",Won 1 Oscar. Another 1 win & 11 nominations.,N/A,USA,25-Sep-97,Robert Aldrich,"Drama, Horror, Thriller",English,75,A former child star torments her paraplegic sister in their decaying Hollywood mansion.,https://m.media-amazon.com/images/M/MV5BZmI0M2VmNTgtMWVhYS00Zjg1LTk1YTYtNmJmMjRkZmMwYTc2XkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_SX300.jpg,Warner Bros. Pictures,Not Rated,"{'Source': 'Rotten Tomatoes', 'Value': '92%'}",31-Oct-62,TRUE,134 min,What Ever Happened to Baby Jane?,movie,N/A,"Henry Farrell (from the novel by), Lukas Heller (screenplay)",1962,tt0056687,8.1,"45,941",
